pair	gold_file	pred_file	sent_id	id	form	lemma	upos	gold_head	pred_head	gold_deprel	pred_deprel	head_ok	rel_ok	las_ok	attachment_only_error	label_only_error	both_error	gold_head_dist	pred_head_dist	head_distance_delta
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:2-14:6:506	9	.	.	PUNCT	1	1	punct	punct	True	True	True	False	False	False	8	8	0
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:2-15:0:0	1	Kũi	sú	AUX	4	4	aux	aux	True	True	True	False	False	False	3	3	0
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:2-15:0:0	2	aé	aé	PRON	4	4	obj	nsubj	True	False	False	False	True	False	2	2	0
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:2-15:0:0	3	wana	wana	PART	4	4	advmod	advmod	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:2-15:0:0	4	resikari	sikari	VERB	0	0	root	root	True	True	True	False	False	False	4	4	0
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:2-15:0:0	5	n	ne	PRON	6	6	nsubj	obj	True	False	False	False	True	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:2-15:0:0	6	a	ateíma	VERB	4	4	parataxis	xcomp	True	False	False	False	True	False	2	2	0
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:2-15:0:0	7	teíma	_	X	6	6	goeswith	goeswith	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:2-15:0:0	8	reté	reté	ADV	6	7	advmod	advmod	False	True	False	True	False	False	2	1	1
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:2-15:0:0	9	.	.	PUNCT	4	4	punct	punct	True	True	True	False	False	False	5	5	0
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:3-6:6:1006	1	Aiwana	aiwana	ADV	6	6	advmod	advmod	True	True	True	False	False	False	5	5	0
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:3-6:6:1006	2	,	,	PUNCT	3	3	punct	punct	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:3-6:6:1006	3	paá	paá	PART	6	6	advmod	advmod	True	True	True	False	False	False	3	3	0
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:3-6:6:1006	4	,	,	PUNCT	3	3	punct	punct	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:3-6:6:1006	5	aintá	aintá	PRON	6	6	nsubj	nsubj	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:3-6:6:1006	6	uyaxiú	yaxiú	VERB	0	0	root	root	True	True	True	False	False	False	6	6	0
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:3-6:6:1006	7	.	.	PUNCT	6	6	punct	punct	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:3-6:7:1007	1	Aiwana	aiwana	ADV	3	3	advmod	advmod	True	True	True	False	False	False	2	2	0
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:3-6:7:1007	2	manha	manha	NOUN	3	3	nsubj	nsubj	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:3-6:7:1007	3	uyakawa	yakawa	VERB	0	0	root	root	True	True	True	False	False	False	3	3	0
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:3-6:7:1007	4	aintá	aintá	PRON	3	3	obl	iobj	True	False	False	False	True	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:3-6:7:1007	5	irumu	irumu	ADP	4	4	case	case	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:3-6:7:1007	6	:	:	PUNCT	9	9	punct	punct	True	True	True	False	False	False	3	3	0
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:3-6:7:1007	7	—	—	PUNCT	9	9	punct	punct	True	True	True	False	False	False	2	2	0
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:3-6:7:1007	8	Penhẽ	penhẽ	PRON	9	9	nsubj	nsubj	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:3-6:7:1007	9	tiára	tiára	ADJ	3	3	ccomp	ccomp	True	True	True	False	False	False	6	6	0
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:3-6:7:1007	10	!	!	PUNCT	3	9	punct	punct	False	True	False	True	False	False	7	1	6
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:3-6:7:1007	11	…	…	PUNCT	3	3	punct	punct	True	True	True	False	False	False	8	8	0
fold-3	test-3.conllu	test-3.out.conllu	Stradelli1929:0:0:103	1	Se	se	PRON	2	2	nmod:poss	nmod:poss	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Stradelli1929:0:0:103	2	tuixawa	tuixawa	NOUN	5	5	nsubj	nsubj	True	True	True	False	False	False	3	3	0
fold-3	test-3.conllu	test-3.out.conllu	Stradelli1929:0:0:103	3	amú	amú	DET	4	4	det	det	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Stradelli1929:0:0:103	4	tuixawa-etá	tuixawa	NOUN	5	5	obl	obl	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Stradelli1929:0:0:103	5	turusú	turusú	ADJ	0	0	root	root	True	True	True	False	False	False	5	5	0
fold-3	test-3.conllu	test-3.out.conllu	Stradelli1929:0:0:103	6	piri	piri	ADV	5	5	advmod	advmod	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Stradelli1929:0:0:103	7	.	.	PUNCT	5	5	punct	punct	True	True	True	False	False	False	2	2	0
fold-3	test-3.conllu	test-3.out.conllu	Stradelli1929:0:0:600	1	Resú	sú	VERB	0	0	root	root	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Stradelli1929:0:0:600	2	putari	putari	AUX	1	1	aux	aux	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Stradelli1929:0:0:600	3	será	será	PART	1	1	advmod	advmod	True	True	True	False	False	False	2	2	0
fold-3	test-3.conllu	test-3.out.conllu	Stradelli1929:0:0:600	4	kwá	kwá	PRON	1	1	obl	obl	True	True	True	False	False	False	3	3	0
fold-3	test-3.conllu	test-3.out.conllu	Stradelli1929:0:0:600	5	rupí	rupí	ADP	4	4	case	case	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Stradelli1929:0:0:600	6	?	?	PUNCT	1	1	punct	punct	True	True	True	False	False	False	5	5	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:2-16:1200:1200	1	Upaĩ	upaĩ	DET	2	2	det	det	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:2-16:1200:1200	2	mira	mira	NOUN	9	9	nsubj	nsubj	True	True	True	False	False	False	7	7	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:2-16:1200:1200	3	upikũi	pikũi	VERB	2	2	acl:relcl	acl:relcl	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:2-16:1200:1200	4	waá	waá	PRON	3	3	nsubj	nsubj	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:2-16:1200:1200	5	uikú	ikú	AUX	3	3	aux	aux	True	True	True	False	False	False	2	2	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:2-16:1200:1200	6	salsa	salsa	NOUN	7	7	nmod:poss	nmod:poss	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:2-16:1200:1200	7	rapú	sapú	NOUN	3	3	obj	obj	True	True	True	False	False	False	4	4	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:2-16:1200:1200	8	,	,	PUNCT	2	2	punct	punct	True	True	True	False	False	False	6	6	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:2-16:1200:1200	9	urikú	rikú	VERB	0	0	root	root	True	True	True	False	False	False	9	9	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:2-16:1200:1200	10	yepé	yepé	DET	11	11	det	det	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:2-16:1200:1200	11	apigawa	apigawa	NOUN	9	9	obj	obj	True	True	True	False	False	False	2	2	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:2-16:1200:1200	12	umanhana	manhana	VERB	9	9	advcl	advcl	True	True	True	False	False	False	3	3	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:2-16:1200:1200	13	arama	arama	SCONJ	12	12	mark	mark	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:2-16:1200:1200	14	aé	aé	PRON	12	12	obj	obj	True	True	True	False	False	False	2	2	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:2-16:1200:1200	15	yawara	yawara	NOUN	12	12	obl	obl	True	True	True	False	False	False	3	3	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:2-16:1200:1200	16	eté	eté	ADJ	15	15	amod	amod	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:2-16:1200:1200	17	xií	xií	ADP	15	15	case	case	True	True	True	False	False	False	2	2	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:2-16:1200:1200	18	.	.	PUNCT	9	9	punct	punct	True	True	True	False	False	False	9	9	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:22:22	1	Aintá	aintá	PRON	2	2	nsubj	nsubj	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:22:22	2	usú	sú	VERB	0	0	root	root	True	True	True	False	False	False	2	2	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:22:22	3	ana	ana	PART	2	2	advmod	advmod	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:22:22	4	.	.	PUNCT	2	2	punct	punct	True	True	True	False	False	False	2	2	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:25:25	1	Yepé	yepé	PRON	2	2	nsubj	nsubj	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:25:25	2	umundeka	mundeka	VERB	0	0	root	root	True	True	True	False	False	False	2	2	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:25:25	3	tatá	tatá	NOUN	2	2	obj	obj	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:25:25	4	;	;	PUNCT	6	6	punct	punct	True	True	True	False	False	False	2	2	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:25:25	5	aintá	aintá	PRON	6	6	nsubj	nsubj	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:25:25	6	umuyutikú	muyutikú	VERB	2	2	parataxis	parataxis	True	True	True	False	False	False	4	4	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:25:25	7	iraití	iraití	NOUN	6	6	obj	obj	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:25:25	8	usikindawa	sikindawa	VERB	7	7	acl:relcl	acl:relcl	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:25:25	9	uikú	ikú	AUX	8	8	aux	aux	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:25:25	10	waá	waá	PRON	8	8	nsubj	nsubj	True	True	True	False	False	False	2	2	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:25:25	11	tukumã	tukumã	NOUN	12	12	nmod:poss	nmod:poss	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:25:25	12	raínha	taínha	NOUN	13	13	nmod:poss	nmod:poss	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:25:25	13	ukena	ukena	NOUN	8	8	obj	obj	True	True	True	False	False	False	5	5	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:25:25	14	.	.	PUNCT	2	2	punct	punct	True	True	True	False	False	False	12	12	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:28:28	1	Kunhamukú	kunhamukú	NOUN	6	6	nsubj	nsubj	True	True	True	False	False	False	5	5	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:28:28	2	,	,	PUNCT	3	3	punct	punct	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:28:28	3	suka	uka	NOUN	6	6	obl	obl	True	True	True	False	False	False	3	3	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:28:28	4	upé	upé	ADP	3	3	case	case	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:28:28	5	,	,	PUNCT	3	3	punct	punct	True	True	True	False	False	False	2	2	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:28:28	6	ukwáu	kwáu	VERB	0	0	root	root	True	True	True	False	False	False	6	6	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:28:28	7	ana	ana	PART	6	6	advmod	advmod	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:28:28	8	yandé	yandé	PRON	9	9	nsubj	nsubj	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:28:28	9	yapirari	pirari	VERB	6	6	ccomp	parataxis	True	False	False	False	True	False	3	3	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:28:28	10	kwaá	kwaá	DET	11	11	det	det	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:28:28	11	tukumã	tukumã	NOUN	12	12	nmod:poss	nmod:poss	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:28:28	12	raínha	taínha	NOUN	9	9	obj	obj	True	True	True	False	False	False	3	3	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:28:28	13	.	.	PUNCT	6	6	punct	punct	True	True	True	False	False	False	7	7	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:30:30	1	Kunhamukú	kunhamukú	NOUN	6	6	nsubj	nsubj	True	True	True	False	False	False	5	5	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:30:30	2	,	,	PUNCT	3	3	punct	punct	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:30:30	3	suka	uka	NOUN	6	1	obl	conj	False	False	False	False	False	True	3	2	-5
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:30:30	4	upé	upé	ADP	3	3	case	case	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:30:30	5	,	,	PUNCT	3	1	punct	punct	False	True	False	True	False	False	2	4	-2
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:30:30	6	unheẽ	nheẽ	VERB	0	0	root	root	True	True	True	False	False	False	6	6	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:30:30	7	i	i	PRON	8	8	nmod:poss	nmod:poss	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:30:30	8	mena	mena	NOUN	6	6	iobj	iobj	True	True	True	False	False	False	2	2	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:30:30	9	supé	supé	ADP	8	8	case	case	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:30:30	10	:	:	PUNCT	13	13	punct	punct	True	True	True	False	False	False	3	3	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:30:30	11	—	—	PUNCT	13	13	punct	punct	True	True	True	False	False	False	2	2	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:30:30	12	Aintá	aintá	PRON	13	13	nsubj	nsubj	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:30:30	13	upirari	pirari	VERB	6	6	ccomp	ccomp	True	True	True	False	False	False	7	7	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:30:30	14	pituna	pituna	NOUN	13	13	obj	obj	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:30:30	15	.	.	PUNCT	6	6	punct	punct	True	True	True	False	False	False	9	9	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:33:33	1	Panhẽ	panhẽ	DET	2	2	det	det	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:33:33	2	maã	maã	PRON	9	9	nsubj	nsubj	True	True	True	False	False	False	7	7	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:33:33	3	usãi	sãi	VERB	2	2	acl:relcl	acl:relcl	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:33:33	4	uikú	ikú	AUX	3	3	aux	aux	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:33:33	5	waá	waá	PRON	3	3	nsubj	nsubj	True	True	True	False	False	False	2	2	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:33:33	6	paraná	paraná	NOUN	3	3	obl	obl	True	True	True	False	False	False	3	3	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:33:33	7	rupí	rupí	ADP	6	6	case	case	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:33:33	8	,	,	PUNCT	2	9	punct	punct	False	True	False	True	False	False	6	1	7
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:33:33	9	uyeréu	yeréu	VERB	0	0	root	root	True	True	True	False	False	False	9	9	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:33:33	10	ipeka	ipeka	NOUN	9	9	obl	obl	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:33:33	11	arama	arama	ADP	10	10	case	case	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:33:33	12	,	,	PUNCT	13	13	punct	punct	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:33:33	13	pirá	pirá	NOUN	10	9	conj	conj	False	True	False	True	False	False	3	4	-1
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:33:33	14	arama	arama	ADP	13	13	case	case	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:33:33	15	;	;	PUNCT	17	17	punct	punct	True	True	True	False	False	False	2	2	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:33:33	16	urusakanga	urusakanga	NOUN	17	17	nsubj	nsubj	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:33:33	17	uyeréu	yeréu	VERB	9	9	parataxis	parataxis	True	True	True	False	False	False	8	8	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:33:33	18	yawareté	yawareté	NOUN	17	17	obl	obl	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:33:33	19	arama	arama	ADP	18	18	case	case	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:33:33	20	.	.	PUNCT	9	9	punct	punct	True	True	True	False	False	False	11	11	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:43:43	1	Penhẽ	penhẽ	PRON	2	2	nsubj	nsubj	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:43:43	2	pemunhã	munhã	VERB	0	0	root	root	True	True	True	False	False	False	2	2	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:43:43	3	wana	wana	PART	2	2	advmod	advmod	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:43:43	4	panhẽ	panhẽ	DET	5	5	det	det	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:43:43	5	maã	maã	PRON	6	2	nsubj	obj	False	False	False	False	False	True	1	3	-4
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:43:43	6	ukanhemu	kanhemu	VERB	2	5	ccomp	acl:relcl	False	False	False	False	False	True	4	1	3
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:43:43	7	;	;	PUNCT	9	9	punct	punct	True	True	True	False	False	False	2	2	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:43:43	8	aresé	aresé	ADV	9	9	advmod	advmod	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:43:43	9	peyeréu	yeréu	VERB	6	6	parataxis	parataxis	True	True	True	False	False	False	3	3	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:43:43	10	makakaí	makaka	NOUN	9	9	obl	obl	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:43:43	11	arama	arama	ADP	10	10	case	case	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:43:43	12	panhẽ	panhẽ	DET	13	13	det	det	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:43:43	13	ara	ara	NOUN	9	9	obl	obl	True	True	True	False	False	False	4	4	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:43:43	14	upé	upé	ADP	13	13	case	case	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:43:43	15	;	;	PUNCT	16	16	punct	punct	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:43:43	16	rewatá	watá	VERB	9	9	parataxis	parataxis	True	True	True	False	False	False	7	7	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:43:43	17	mirá	mirá	NOUN	18	18	nmod:poss	nmod:poss	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:43:43	18	rakanga	sakanga	NOUN	16	16	obl	obl	True	True	True	False	False	False	2	2	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:43:43	19	rupí	rupí	ADP	18	18	case	case	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:43:43	20	yatiri	yatiri	VERB	16	16	advcl	parataxis	True	False	False	False	True	False	4	4	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:43:43	21	.	.	PUNCT	2	2	punct	punct	True	True	True	False	False	False	19	19	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:2:6:49	1	—	—	PUNCT	2	2	punct	punct	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:2:6:49	2	Repirú	pirú	VERB	0	0	root	root	True	True	True	False	False	False	2	2	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:2:6:49	3	!	!	PUNCT	2	2	punct	punct	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:2:6:49	4	…	…	PUNCT	2	2	punct	punct	True	True	True	False	False	False	2	2	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:2:6:49	5	remaã	maã	VERB	2	2	advcl	advcl	True	True	True	False	False	False	3	3	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:2:6:49	6	arama	arama	SCONJ	5	5	mark	mark	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:2:6:49	7	,	,	PUNCT	11	5	punct	punct	False	True	False	True	False	False	4	2	-6
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:2:6:49	8	indé	indé	PRON	11	2	nsubj	obj	False	False	False	False	False	True	3	6	-9
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:2:6:49	9	nhũ	nhũ	ADV	8	2	advmod	advmod	False	True	False	True	False	False	1	7	-6
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:2:6:49	10	será	será	PART	11	2	advmod	advmod	False	True	False	True	False	False	1	8	-9
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:2:6:49	11	apigawa	apigawa	NOUN	5	2	ccomp	obj	False	False	False	False	False	True	6	9	-3
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:2:6:49	12	!	!	PUNCT	2	2	punct	punct	True	True	True	False	False	False	10	10	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:2:23:66	1	Usika	sika	VERB	0	0	root	root	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:2:23:66	2	paraná	paraná	NOUN	1	1	obl	obl	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:2:23:66	3	mirĩ	mirĩ	ADJ	2	2	amod	amod	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:2:23:66	4	pupé	pupé	ADP	2	2	case	case	True	True	True	False	False	False	2	2	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:2:23:66	5	;	;	PUNCT	7	7	punct	punct	True	True	True	False	False	False	2	2	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:2:23:66	6	kwayé	kwayé	ADV	7	7	advmod	advmod	True	True	True	False	False	False	1	1	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:2:23:66	7	upuranú	puranú	VERB	1	1	parataxis	parataxis	True	True	True	False	False	False	6	6	0
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:2:23:66	8	:	:	PUNCT	12	10	punct	punct	False	True	False	True	False	False	4	2	-2
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:2:23:66	9	—	—	PUNCT	12	10	punct	punct	False	True	False	True	False	False	3	1	-2
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:2:23:66	10	Paraná	paraná	NOUN	12	7	vocative	ccomp	False	False	False	False	False	True	2	3	-5
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:2:23:66	11	,	,	PUNCT	10	10	punct	punct	True	True	True	False	False	False	1	1	0
