sent_id	id	form	lemma	upos	gold_head	pred_head	gold_deprel	pred_deprel	head_ok	rel_ok	las_ok	attachment_only_error	label_only_error	both_error	gold_head_dist	pred_head_dist	head_distance_delta
Avila2021:0:0:312	19	ta	ta	PRON	20	20	nsubj	nsubj	True	True	True	False	False	False	1	1	0
Avila2021:0:0:312	20	usika	sika	VERB	13	2	advcl	parataxis	False	False	False	False	False	True	7	18	-11
Avila2021:0:0:312	21	arã	arã	SCONJ	20	20	mark	mark	True	True	True	False	False	False	1	1	0
Avila2021:0:0:312	22	ta	ta	PRON	23	23	nmod:poss	nmod:poss	True	True	True	False	False	False	1	1	0
Avila2021:0:0:312	23	rendawa	tendawa	NOUN	20	20	obl	obl	True	True	True	False	False	False	3	3	0
Avila2021:0:0:312	24	kití	kití	ADP	23	23	case	case	True	True	True	False	False	False	1	1	0
Avila2021:0:0:312	25	,	,	PUNCT	20	26	punct	punct	False	True	False	True	False	False	5	1	6
Avila2021:0:0:312	26	apekatú	apekatú	ADV	20	20	advmod	advcl	True	False	False	False	True	False	6	6	0
Avila2021:0:0:312	27	.	.	PUNCT	2	2	punct	punct	True	True	True	False	False	False	25	25	0
Avila2021:0:0:321	1	Sasí	sasí	VERB	0	0	root	root	True	True	True	False	False	False	1	1	0
Avila2021:0:0:321	2	ana	ana	PART	1	1	advmod	advmod	True	True	True	False	False	False	1	1	0
Avila2021:0:0:321	3	paá	paá	PART	1	1	advmod	advmod	True	True	True	False	False	False	2	2	0
Avila2021:0:0:321	4	i	i	PRON	5	5	nmod:poss	nmod:poss	True	True	True	False	False	False	1	1	0
Avila2021:0:0:321	5	piá	piá	NOUN	1	6	nsubj	nmod:poss	False	False	False	False	False	True	4	1	5
Avila2021:0:0:321	6	yumasí	yumasí	NOUN	1	1	obl	obl	True	True	True	False	False	False	5	5	0
Avila2021:0:0:321	7	resé	resé	ADP	6	6	case	case	True	True	True	False	False	False	1	1	0
Avila2021:0:0:321	8	,	,	PUNCT	10	10	punct	punct	True	True	True	False	False	False	2	2	0
Avila2021:0:0:321	9	aé	aé	PRON	10	10	nsubj	nsubj	True	True	True	False	False	False	1	1	0
Avila2021:0:0:321	10	ukamirika	kamirika	VERB	1	1	parataxis	parataxis	True	True	True	False	False	False	9	9	0
Avila2021:0:0:321	11	i	i	PRON	12	12	nmod:poss	nmod:poss	True	True	True	False	False	False	1	1	0
Avila2021:0:0:321	12	marika	marika	NOUN	10	10	obj	obj	True	True	True	False	False	False	2	2	0
Avila2021:0:0:321	13	usasá	sasá	VERB	10	10	advcl	advcl	True	True	True	False	False	False	3	3	0
Avila2021:0:0:321	14	xinga	xinga	ADV	13	13	advmod	advmod	True	True	True	False	False	False	1	1	0
Avila2021:0:0:321	15	arama	arama	SCONJ	13	13	mark	mark	True	True	True	False	False	False	2	2	0
Avila2021:0:0:321	16	.	.	PUNCT	1	1	punct	punct	True	True	True	False	False	False	15	15	0
Avila2021:28:1:324	1	Igantiwa	igantiwa	NOUN	3	0	vocative	root	False	False	False	False	False	True	2	1	-3
Avila2021:28:1:324	2	,	,	PUNCT	1	3	punct	punct	False	True	False	True	False	False	1	1	2
Avila2021:28:1:324	3	itá	itá	NOUN	0	1	root	conj	False	False	False	False	False	True	3	2	1
Avila2021:28:1:324	4	kití	kití	ADP	3	3	case	case	True	True	True	False	False	False	1	1	0
Avila2021:28:1:324	5	.	.	PUNCT	3	1	punct	punct	False	True	False	True	False	False	2	4	-2
Avila2021:0:0:378	1	Kariwa	kariwa	NOUN	2	2	nmod:poss	nmod:poss	True	True	True	False	False	False	1	1	0
Avila2021:0:0:378	2	nheenga	nheenga	NOUN	4	4	obl	obl	True	True	True	False	False	False	2	2	0
Avila2021:0:0:378	3	rupí	rupí	ADP	2	2	case	case	True	True	True	False	False	False	1	1	0
Avila2021:0:0:378	4	yasaã	saã	VERB	0	0	root	root	True	True	True	False	False	False	4	4	0
Avila2021:0:0:378	5	iwasuíma	iwasú	ADJ	4	4	ccomp	xcomp	True	False	False	False	True	False	1	1	0
Avila2021:0:0:378	6	,	,	PUNCT	8	8	punct	punct	True	True	True	False	False	False	2	2	0
Avila2021:0:0:378	7	nhaãsé	nhaãsé	SCONJ	8	8	mark	mark	True	True	True	False	False	False	1	1	0
Avila2021:0:0:378	8	yayupukwá	yupukwá	VERB	4	4	advcl	advcl	True	True	True	False	False	False	4	4	0
Avila2021:0:0:378	9	wã	wã	PART	8	8	advmod	advmod	True	True	True	False	False	False	1	1	0
Avila2021:0:0:378	10	i	i	PRON	8	8	obl	obl	True	True	True	False	False	False	2	2	0
Avila2021:0:0:378	11	irumu	irumu	ADP	10	10	case	case	True	True	True	False	False	False	1	1	0
Avila2021:0:0:378	12	.	.	PUNCT	4	4	punct	punct	True	True	True	False	False	False	8	8	0
Avila2021:0:0:383	1	Ape	ape	ADV	6	6	advmod	advmod	True	True	True	False	False	False	5	5	0
Avila2021:0:0:383	2	ana	ana	PART	6	6	advmod	advmod	True	True	True	False	False	False	4	4	0
Avila2021:0:0:383	3	tẽ	tẽ	PART	1	6	advmod	advmod	False	True	False	True	False	False	2	3	5
Avila2021:0:0:383	4	paá	paá	PART	6	6	advmod	advmod	True	True	True	False	False	False	2	2	0
Avila2021:0:0:383	5	tipusiwasú	tipusí	NOUN	6	6	nsubj	nsubj	True	True	True	False	False	False	1	1	0
Avila2021:0:0:383	6	umungiri	mungiri	VERB	0	0	root	root	True	True	True	False	False	False	6	6	0
Avila2021:0:0:383	7	aé	aé	PRON	6	6	obj	obj	True	True	True	False	False	False	1	1	0
Avila2021:0:0:383	8	.	.	PUNCT	6	6	punct	punct	True	True	True	False	False	False	2	2	0
Avila2021:0:0:392	1	[...]	[...]	PUNCT	3	3	punct	punct	True	True	True	False	False	False	2	2	0
Avila2021:0:0:392	2	aintá	aintá	PRON	3	3	nsubj	nsubj	True	True	True	False	False	False	1	1	0
Avila2021:0:0:392	3	usaã	saã	VERB	0	0	root	root	True	True	True	False	False	False	3	3	0
Avila2021:0:0:392	4	sakusawa	sakusawa	NOUN	3	6	obj	nsubj	False	False	False	False	False	True	1	2	3
Avila2021:0:0:392	5	sé	sé	ADJ	4	4	amod	amod	True	True	True	False	False	False	1	1	0
Avila2021:0:0:392	6	usika	sika	VERB	3	3	xcomp	parataxis	True	False	False	False	True	False	3	3	0
Avila2021:0:0:392	7	aintá	aintá	PRON	8	8	nmod:poss	nmod:poss	True	True	True	False	False	False	1	1	0
Avila2021:0:0:392	8	pira	pira	NOUN	6	6	obl	obl	True	True	True	False	False	False	2	2	0
Avila2021:0:0:392	9	resé	resé	ADP	8	8	case	case	True	True	True	False	False	False	1	1	0
Avila2021:0:0:392	10	iwitú	iwitú	NOUN	6	6	obl	obl	True	True	True	False	False	False	4	4	0
Avila2021:0:0:392	11	yawé	yawé	ADP	10	10	case	case	True	True	True	False	False	False	1	1	0
Avila2021:0:0:392	12	,	,	PUNCT	3	3	punct	punct	True	True	True	False	False	False	9	9	0
Avila2021:0:0:392	13	[...]	[...]	PUNCT	3	3	punct	punct	True	True	True	False	False	False	10	10	0
Avila2021:0:0:392	14	.	.	PUNCT	3	3	punct	punct	True	True	True	False	False	False	11	11	0
Avila2021:0:0:397	1	Resaã	saã	VERB	0	0	root	root	True	True	True	False	False	False	1	1	0
Avila2021:0:0:397	2	nhaã	nhaã	DET	3	3	det	det	True	True	True	False	False	False	1	1	0
Avila2021:0:0:397	3	kamixá	kamixá	NOUN	1	1	obj	obj	True	True	True	False	False	False	2	2	0
Avila2021:0:0:397	4	aruri	ruri	VERB	3	3	acl:relcl	acl:relcl	True	True	True	False	False	False	1	1	0
Avila2021:0:0:397	5	waá	waá	PRON	4	4	obj	obj	True	True	True	False	False	False	1	1	0
Avila2021:0:0:397	6	indé	indé	PRON	4	4	iobj	iobj	True	True	True	False	False	False	2	2	0
Avila2021:0:0:397	7	arã	arã	ADP	6	6	case	case	True	True	True	False	False	False	1	1	0
Avila2021:0:0:397	8	.	.	PUNCT	1	1	punct	punct	True	True	True	False	False	False	7	7	0
Avila2021:0:0:401	1	Se	se	PRON	2	2	nmod:poss	nmod:poss	True	True	True	False	False	False	1	1	0
Avila2021:0:0:401	2	iwá-itá	iwá	NOUN	0	5	root	vocative	False	False	False	False	False	True	2	3	5
Avila2021:0:0:401	3	,	,	PUNCT	5	2	punct	punct	False	True	False	True	False	False	2	1	-3
Avila2021:0:0:401	4	masuí	masuí	ADV	5	5	advmod	advmod	True	True	True	False	False	False	1	1	0
Avila2021:0:0:401	5	usinhĩ	sinhĩ	VERB	2	0	acl:relcl	root	False	False	False	False	False	True	3	5	-2
Avila2021:0:0:401	6	kurí	kurí	PART	5	5	advmod	advmod	True	True	True	False	False	False	1	1	0
Avila2021:0:0:401	7	amú-itá	amú	PRON	5	5	nsubj	obj	True	False	False	False	True	False	2	2	0
Avila2021:0:0:401	8	se	se	PRON	7	5	nmod	obl	False	False	False	False	False	True	1	3	-2
Avila2021:0:0:401	9	yawé	yawé	ADP	8	8	case	case	True	True	True	False	False	False	1	1	0
Avila2021:0:0:401	10	upurakari	purakari	VERB	5	5	advcl	advcl	True	True	True	False	False	False	5	5	0
Avila2021:0:0:401	11	arama	arama	SCONJ	10	10	mark	mark	True	True	True	False	False	False	1	1	0
Avila2021:0:0:401	12	iwí	iwí	NOUN	10	10	obj	obj	True	True	True	False	False	False	2	2	0
Avila2021:0:0:401	13	.	.	PUNCT	5	5	punct	punct	True	True	True	False	False	False	8	8	0
Avila2021:0:0:403	1	Marupí	marupí	ADV	0	0	root	root	True	True	True	False	False	False	1	1	0
Avila2021:0:0:403	2	se	se	PRON	3	3	nmod:poss	nmod:poss	True	True	True	False	False	False	1	1	0
Avila2021:0:0:403	3	rapé	pé	NOUN	1	6	nsubj	nmod:poss	False	False	False	False	False	True	2	3	5
Avila2021:0:0:403	4	,	,	PUNCT	6	6	punct	punct	True	True	True	False	False	False	2	2	0
Avila2021:0:0:403	5	se	se	PRON	6	6	nmod:poss	nmod:poss	True	True	True	False	False	False	1	1	0
Avila2021:0:0:403	6	ramunha	tamunha	NOUN	1	1	vocative	vocative	True	True	True	False	False	False	5	5	0
Avila2021:0:0:403	7	?	?	PUNCT	1	1	punct	punct	True	True	True	False	False	False	6	6	0
Avila2021:0:0:411	1	Yasú	sú	AUX	2	2	aux	aux	True	True	True	False	False	False	1	1	0
Avila2021:0:0:411	2	yasusuka	susuka	VERB	0	0	root	root	True	True	True	False	False	False	2	2	0
Avila2021:0:0:411	3	awatií	awatií	NOUN	2	2	obj	obj	True	True	True	False	False	False	1	1	0
Avila2021:0:0:411	4	!	!	PUNCT	2	2	punct	punct	True	True	True	False	False	False	2	2	0
Avila2021:0:0:412	1	Yapuú	puú	VERB	0	0	root	root	True	True	True	False	False	False	1	1	0
Avila2021:0:0:412	2	kurí	kurí	PART	1	1	advmod	advmod	True	True	True	False	False	False	1	1	0
Avila2021:0:0:412	3	kwá	kwá	PRON	1	1	obj	obj	True	True	True	False	False	False	2	2	0
Avila2021:0:0:412	4	yayutima	yutima	VERB	3	3	acl:relcl	acl:relcl	True	True	True	False	False	False	1	1	0
Avila2021:0:0:412	5	waá-itá	waá	PRON	4	4	obj	obj	True	True	True	False	False	False	1	1	0
Avila2021:0:0:412	6	.	.	PUNCT	1	1	punct	punct	True	True	True	False	False	False	5	5	0
Avila2021:0:0:417	1	Kariwa-itá	kariwa	NOUN	2	2	nsubj	nsubj	True	True	True	False	False	False	1	1	0
Avila2021:0:0:417	2	uputari	putari	VERB	0	0	root	root	True	True	True	False	False	False	2	2	0
Avila2021:0:0:417	3	upiripana	piripana	VERB	2	2	xcomp	xcomp	True	True	True	False	False	False	1	1	0
Avila2021:0:0:417	4	awatí	awatí	NOUN	3	3	obj	obj	True	True	True	False	False	False	1	1	0
Avila2021:0:0:417	5	.	.	PUNCT	2	2	punct	punct	True	True	True	False	False	False	3	3	0
Avila2021:33:2:421	1	Aramé	aramé	ADV	3	3	advmod	advmod	True	True	True	False	False	False	2	2	0
Avila2021:33:2:421	2	paá	paá	PART	3	3	advmod	advmod	True	True	True	False	False	False	1	1	0
Avila2021:33:2:421	3	upisika	pisika	VERB	0	0	root	root	True	True	True	False	False	False	3	3	0
Avila2021:33:2:421	4	aé	aé	PRON	3	3	obj	obj	True	True	True	False	False	False	1	1	0
Avila2021:33:2:421	5	,	,	PUNCT	6	6	punct	punct	True	True	True	False	False	False	1	1	0
Avila2021:33:2:421	6	urasú	rasú	VERB	3	3	parataxis	parataxis	True	True	True	False	False	False	3	3	0
Avila2021:33:2:421	7	yumimisawa	yumimisawa	NOUN	6	6	obl	obl	True	True	True	False	False	False	1	1	0
Avila2021:33:2:421	8	rupí	rupí	ADP	7	7	case	case	True	True	True	False	False	False	1	1	0
Avila2021:33:2:421	9	.	.	PUNCT	3	3	punct	punct	True	True	True	False	False	False	6	6	0
Avila2021:0:0:425	1	Ixé	ixé	PRON	3	3	nsubj	nsubj	True	True	True	False	False	False	2	2	0
Avila2021:0:0:425	2	yuíri	yuíri	ADV	3	3	advmod	advmod	True	True	True	False	False	False	1	1	0
Avila2021:0:0:425	3	asú	sú	VERB	0	0	root	root	True	True	True	False	False	False	3	3	0
Avila2021:0:0:425	4	akití	akití	ADV	3	3	advmod	advmod	True	True	True	False	False	False	1	1	0
Avila2021:0:0:425	5	,	,	PUNCT	6	6	punct	punct	True	True	True	False	False	False	1	1	0
Avila2021:0:0:425	6	iké	iké	ADV	3	3	parataxis	advmod	True	False	False	False	True	False	3	3	0
Avila2021:0:0:425	7	rẽ	rẽ	PART	6	6	advmod	advmod	True	True	True	False	False	False	1	1	0
Avila2021:0:0:425	8	aikú	ikú	AUX	6	3	cop	aux	False	False	False	False	False	True	2	5	-3
Avila2021:0:0:425	9	,	,	PUNCT	11	11	punct	punct	True	True	True	False	False	False	2	2	0
Avila2021:0:0:425	10	aramé	aramé	ADV	11	11	advmod	advmod	True	True	True	False	False	False	1	1	0
Avila2021:0:0:425	11	resarú	sarú	VERB	6	3	parataxis	parataxis	False	True	False	True	False	False	5	8	-3
Avila2021:0:0:425	12	rẽ	rẽ	PART	11	11	advmod	advmod	True	True	True	False	False	False	1	1	0
Avila2021:0:0:425	13	,	,	PUNCT	14	14	punct	punct	True	True	True	False	False	False	1	1	0
Avila2021:0:0:425	14	yasú	sú	VERB	11	3	advcl	advcl	False	True	False	True	False	False	3	11	-8
Avila2021:0:0:425	15	arama	arama	SCONJ	14	14	mark	mark	True	True	True	False	False	False	1	1	0
Avila2021:0:0:425	16	yepewasú	yepewasú	ADJ	14	14	advmod	parataxis	True	False	False	False	True	False	2	2	0
Avila2021:0:0:425	17	,	,	PUNCT	18	16	punct	punct	False	True	False	True	False	False	1	1	-2
Avila2021:0:0:425	18	akití	akití	ADV	11	16	parataxis	advmod	False	False	False	False	False	True	7	2	5
Avila2021:0:0:425	19	yuíri	yuíri	ADV	18	16	advmod	advmod	False	True	False	True	False	False	1	3	-2
Avila2021:0:0:425	20	se	se	PRON	21	21	nmod:poss	nmod:poss	True	True	True	False	False	False	1	1	0
Avila2021:0:0:425	21	kirisawa	kirisawa	NOUN	18	16	nsubj	nsubj	False	True	False	True	False	False	3	5	-2
Avila2021:0:0:425	22	.	.	PUNCT	3	3	punct	punct	True	True	True	False	False	False	19	19	0
Avila2021:34:1:426	1	—	—	PUNCT	2	2	punct	punct	True	True	True	False	False	False	1	1	0
Avila2021:34:1:426	2	Setá	setá	VERB	0	0	root	root	True	True	True	False	False	False	2	2	0
Avila2021:34:1:426	3	será	será	PART	2	2	advmod	advmod	True	True	True	False	False	False	1	1	0
Avila2021:34:1:426	4	kuité	kuité	ADV	2	2	advmod	advmod	True	True	True	False	False	False	2	2	0
Avila2021:34:1:426	5	sikantá	sikantá	NOUN	2	2	nsubj	nsubj	True	True	True	False	False	False	3	3	0
Avila2021:34:1:426	6	arupí	arupí	ADV	2	2	advmod	advmod	True	True	True	False	False	False	4	4	0
Avila2021:34:1:426	7	?	?	PUNCT	2	2	punct	punct	True	True	True	False	False	False	5	5	0
Avila2021:0:0:428	1	Aikwé	aikwé	PART	0	3	root	advmod	False	False	False	False	False	True	1	2	3
Avila2021:0:0:428	2	paá	paá	PART	1	3	advmod	advmod	False	True	False	True	False	False	1	1	2
Avila2021:0:0:428	3	kuxiíma	kuxiíma	ADV	1	0	advmod	root	False	False	False	False	False	True	2	3	-1
Avila2021:0:0:428	4	mukũi	mukũi	NUM	5	5	nummod	nummod	True	True	True	False	False	False	1	1	0
Avila2021:0:0:428	5	apigawa	apigawa	NOUN	1	3	nsubj	nsubj	False	True	False	True	False	False	4	2	2
Avila2021:0:0:428	6	:	:	PUNCT	9	7	punct	punct	False	True	False	True	False	False	3	1	-2
Avila2021:0:0:428	7	yepé	yepé	PRON	9	5	nsubj	appos	False	False	False	False	False	True	2	2	-4
Avila2021:0:0:428	8	kuité	kuité	ADV	9	9	advmod	advmod	True	True	True	False	False	False	1	1	0
Avila2021:0:0:428	9	mendasara	mendasara	ADJ	1	7	parataxis	amod	False	False	False	False	False	True	8	2	6
Avila2021:0:0:428	10	,	,	PUNCT	13	13	punct	punct	True	True	True	False	False	False	3	3	0
Avila2021:0:0:428	11	amú	amú	PRON	13	13	nsubj	nsubj	True	True	True	False	False	False	2	2	0
Avila2021:0:0:428	12	kuité	kuité	ADV	13	13	advmod	advmod	True	True	True	False	False	False	1	1	0
Avila2021:0:0:428	13	uyumuwarixí	yumuwarixí	VERB	9	7	parataxis	conj	False	False	False	False	False	True	4	6	-2
Avila2021:0:0:428	14	i	i	PRON	15	15	nmod:poss	nmod:poss	True	True	True	False	False	False	1	1	0
Avila2021:0:0:428	15	mú	mú	NOUN	16	16	nmod:poss	nmod:poss	True	True	True	False	False	False	1	1	0
Avila2021:0:0:428	16	rimirikú	simirikú	NOUN	13	13	obl	obl	True	True	True	False	False	False	3	3	0
Avila2021:0:0:428	17	irumu	irumu	ADP	16	16	case	case	True	True	True	False	False	False	1	1	0
Avila2021:0:0:428	18	.	.	PUNCT	1	3	punct	punct	False	True	False	True	False	False	17	15	2
Avila2021:0:0:433	1	Yawé	yawé	ADV	3	5	csubj	advmod	False	False	False	False	False	True	2	4	2
Avila2021:0:0:433	2	waá-itá	waá	PRON	1	1	nsubj	fixed	True	False	False	False	True	False	1	1	0
Avila2021:0:0:433	3	aikwewara	aikwé	PART	0	5	root	advmod	False	False	False	False	False	True	3	2	5
Avila2021:0:0:433	4	mairamé	mairamé	SCONJ	5	5	mark	mark	True	True	True	False	False	False	1	1	0
Avila2021:0:0:433	5	yakuntari	kuntari	VERB	3	0	advcl	root	False	False	False	False	False	True	2	5	-3
Avila2021:0:0:433	6	kwá	kwá	DET	7	7	det	det	True	True	True	False	False	False	1	1	0
Avila2021:0:0:433	7	nheengatú	nheengatú	NOUN	5	5	obj	obj	True	True	True	False	False	False	2	2	0
Avila2021:0:0:433	8	.	.	PUNCT	3	5	punct	punct	False	True	False	True	False	False	5	3	2
Avila2021:0:0:435	1	Yautí	yautí	NOUN	2	2	nsubj	nsubj	True	True	True	False	False	False	1	1	0
Avila2021:0:0:435	2	usuaxara	suaxara	VERB	0	0	root	root	True	True	True	False	False	False	2	2	0
Avila2021:0:0:435	3	:	:	PUNCT	5	5	punct	punct	True	True	True	False	False	False	2	2	0
Avila2021:0:0:435	4	―	―	PUNCT	5	5	punct	punct	True	True	True	False	False	False	1	1	0
Avila2021:0:0:435	5	Retirika	tirika	VERB	2	2	ccomp	ccomp	True	True	True	False	False	False	3	3	0
Avila2021:0:0:435	6	mikití	mikití	ADV	5	5	advmod	advmod	True	True	True	False	False	False	1	1	0
Avila2021:0:0:435	7	xinga	xinga	ADV	5	5	advmod	advmod	True	True	True	False	False	False	2	2	0
Avila2021:0:0:435	8	.	.	PUNCT	2	2	punct	punct	True	True	True	False	False	False	6	6	0
Avila2021:0:0:448	1	Tupana	tupana	NOUN	4	4	obl	obl	True	True	True	False	False	False	3	3	0
Avila2021:0:0:448	2	resé	resé	ADP	1	1	case	case	True	True	True	False	False	False	1	1	0
Avila2021:0:0:448	3	,	,	PUNCT	1	1	punct	punct	True	True	True	False	False	False	2	2	0
Avila2021:0:0:448	4	remeẽ	meẽ	VERB	0	0	root	root	True	True	True	False	False	False	4	4	0
Avila2021:0:0:448	5	maã	maã	PRON	4	4	obj	obj	True	True	True	False	False	False	1	1	0
Avila2021:0:0:448	6	aú	ú	VERB	4	10	advcl	advcl	False	True	False	True	False	False	2	4	6
Avila2021:0:0:448	7	arama	arama	SCONJ	6	6	mark	mark	True	True	True	False	False	False	1	1	0
Avila2021:0:0:448	8	,	,	PUNCT	10	10	punct	punct	True	True	True	False	False	False	2	2	0
Avila2021:0:0:448	9	se	se	PRON	10	10	nsubj	nsubj	True	True	True	False	False	False	1	1	0
Avila2021:0:0:448	10	yumasí	yumasí	VERB	6	4	parataxis	parataxis	False	True	False	True	False	False	4	6	-2
Avila2021:0:0:448	11	reté	reté	ADV	10	10	advmod	advmod	True	True	True	False	False	False	1	1	0
Avila2021:0:0:448	12	.	.	PUNCT	4	4	punct	punct	True	True	True	False	False	False	8	8	0
Avila2021:37:1:465	1	―	―	PUNCT	3	3	punct	punct	True	True	True	False	False	False	2	2	0
Avila2021:37:1:465	2	[...]	[...]	PUNCT	3	3	punct	punct	True	True	True	False	False	False	1	1	0
Avila2021:37:1:465	3	repirari	pirari	VERB	0	0	root	root	True	True	True	False	False	False	3	3	0
Avila2021:37:1:465	4	rẽ	rẽ	PART	3	3	advmod	advmod	True	True	True	False	False	False	1	1	0
Avila2021:37:1:465	5	kwá	kwá	DET	6	7	det	det	False	True	False	True	False	False	1	2	1
Avila2021:37:1:465	6	uka	uka	NOUN	7	7	nmod:poss	nmod:poss	True	True	True	False	False	False	1	1	0
Avila2021:37:1:465	7	rukena	ukena	NOUN	3	3	obj	obj	True	True	True	False	False	False	4	4	0
Avila2021:37:1:465	8	asemu	semu	VERB	3	3	advcl	advcl	True	True	True	False	False	False	5	5	0
Avila2021:37:1:465	9	arama	arama	SCONJ	8	8	mark	mark	True	True	True	False	False	False	1	1	0
Avila2021:37:1:465	10	.	.	PUNCT	3	3	punct	punct	True	True	True	False	False	False	7	7	0
Avila2021:0:0:468	1	Wirandé	wirandé	ADV	3	3	advmod	advmod	True	True	True	False	False	False	2	2	0
Avila2021:0:0:468	2	kurí	kurí	PART	3	3	advmod	advmod	True	True	True	False	False	False	1	1	0
Avila2021:0:0:468	3	yasú	sú	VERB	0	0	root	root	True	True	True	False	False	False	3	3	0
Avila2021:0:0:468	4	akití	akití	ADV	3	3	advmod	advmod	True	True	True	False	False	False	1	1	0
Avila2021:0:0:468	5	,	,	PUNCT	6	6	punct	punct	True	True	True	False	False	False	1	1	0
Avila2021:0:0:468	6	eré	eré	PART	3	3	parataxis	advmod	True	False	False	False	True	False	3	3	0
Avila2021:0:0:468	7	?	?	PUNCT	3	3	punct	punct	True	True	True	False	False	False	4	4	0
Avila2021:42:2:496	1	Ximirikú	simirikú	NOUN	2	2	nsubj	nsubj	True	True	True	False	False	False	1	1	0
Avila2021:42:2:496	2	umpuka	mpuka	VERB	0	0	root	root	True	True	True	False	False	False	2	2	0
Avila2021:42:2:496	3	,	,	PUNCT	4	4	punct	punct	True	True	True	False	False	False	1	1	0
Avila2021:42:2:496	4	umunhã	munhã	VERB	2	2	parataxis	parataxis	True	True	True	False	False	False	2	2	0
Avila2021:42:2:496	5	yukisé	yukisé	NOUN	4	4	obj	obj	True	True	True	False	False	False	1	1	0
Avila2021:42:2:496	6	.	.	PUNCT	2	2	punct	punct	True	True	True	False	False	False	4	4	0
Avila2021:0:0:506	1	Se	se	PRON	2	2	nmod:poss	nmod:poss	True	True	True	False	False	False	1	1	0
Avila2021:0:0:506	2	anama-itá	anama	NOUN	4	4	vocative	vocative	True	True	True	False	False	False	2	2	0
Avila2021:0:0:506	3	,	,	PUNCT	2	2	punct	punct	True	True	True	False	False	False	1	1	0
Avila2021:0:0:506	4	yuri	yuri	VERB	0	0	root	root	True	True	True	False	False	False	4	4	0
Avila2021:0:0:506	5	!	!	PUNCT	4	4	punct	punct	True	True	True	False	False	False	1	1	0
Avila2021:0:0:508	1	Kuíri	kuíri	ADV	4	4	advmod	advmod	True	True	True	False	False	False	3	3	0
Avila2021:0:0:508	2	supí	supí	PART	4	4	advmod	advmod	True	True	True	False	False	False	2	2	0
Avila2021:0:0:508	3	asú	sú	AUX	4	4	aux	aux	True	True	True	False	False	False	1	1	0
Avila2021:0:0:508	4	ayupika	yupika	VERB	0	0	root	root	True	True	True	False	False	False	4	4	0
Avila2021:0:0:508	5	se	se	PRON	6	6	nmod:poss	nmod:poss	True	True	True	False	False	False	1	1	0
Avila2021:0:0:508	6	paya	paya	NOUN	7	7	nmod:poss	nmod:poss	True	True	True	False	False	False	1	1	0
Avila2021:0:0:508	7	ambira	ambira	NOUN	4	4	obj	obj	True	True	True	False	False	False	3	3	0
Avila2021:0:0:508	8	.	.	PUNCT	4	4	punct	punct	True	True	True	False	False	False	4	4	0
Avila2021:0:0:512	1	Mamé	mamé	ADV	6	2	advmod	advmod	False	True	False	True	False	False	5	1	-4
Avila2021:0:0:512	2	asika	sika	VERB	1	0	advcl:relcl	root	False	False	False	False	False	True	1	2	-1
Avila2021:0:0:512	3	,	,	PUNCT	1	6	punct	punct	False	True	False	True	False	False	2	3	5
Avila2021:0:0:512	4	indé	indé	PRON	6	6	nsubj	nsubj	True	True	True	False	False	False	2	2	0
Avila2021:0:0:512	5	kurí	kurí	PART	6	6	advmod	advmod	True	True	True	False	False	False	1	1	0
Avila2021:0:0:512	6	resika	sika	VERB	0	2	root	parataxis	False	False	False	False	False	True	6	4	2
Avila2021:0:0:512	7	,	,	PUNCT	11	11	punct	punct	True	True	True	False	False	False	4	4	0
Avila2021:0:0:512	8	panhẽ	panhẽ	PRON	11	11	nsubj	nsubj	True	True	True	False	False	False	3	3	0
Avila2021:0:0:512	9	kurí	kurí	PART	11	11	advmod	advmod	True	True	True	False	False	False	2	2	0
Avila2021:0:0:512	10	ne	ne	PRON	11	11	obj	obj	True	True	True	False	False	False	1	1	0
Avila2021:0:0:512	11	sendú	sendú	VERB	6	6	parataxis	parataxis	True	True	True	False	False	False	5	5	0
Avila2021:0:0:512	12	.	.	PUNCT	6	2	punct	punct	False	True	False	True	False	False	6	10	-4
Avila2021:0:0:516	1	Se	se	PRON	2	2	nmod:poss	nmod:poss	True	True	True	False	False	False	1	1	0
Avila2021:0:0:516	2	manha	manha	NOUN	4	4	nsubj	nsubj	True	True	True	False	False	False	2	2	0
Avila2021:0:0:516	3	se	se	PRON	4	4	obj	obj	True	True	True	False	False	False	1	1	0
Avila2021:0:0:516	4	mundú	mundú	VERB	0	0	root	root	True	True	True	False	False	False	4	4	0
Avila2021:0:0:516	5	garapá	garapá	NOUN	4	4	obl	obl	True	True	True	False	False	False	1	1	0
Avila2021:0:0:516	6	pe	upé	ADP	5	5	case	case	True	True	True	False	False	False	1	1	0
Avila2021:0:0:516	7	ayuíri	yuíri	VERB	4	4	advcl	advcl	True	True	True	False	False	False	3	3	0
Avila2021:0:0:516	8	arama	arama	SCONJ	7	7	mark	mark	True	True	True	False	False	False	1	1	0
Avila2021:0:0:516	9	.	.	PUNCT	4	4	punct	punct	True	True	True	False	False	False	5	5	0
Avila2021:0:0:522	1	Tuyué	tuyué	NOUN	4	4	nsubj	nsubj	True	True	True	False	False	False	3	3	0
Avila2021:0:0:522	2	ti	ti	PART	4	4	advmod	advmod	True	True	True	False	False	False	2	2	0
Avila2021:0:0:522	3	wã	wã	PART	4	4	advmod	advmod	True	True	True	False	False	False	1	1	0
