pair	gold_file	pred_file	sent_id	token_id	form	gold_head	pred_head	gold_deprel	pred_deprel
fold-3	test-3.conllu	test-3.out.conllu	NTLN2019:0:56:56	8	pitunawasú	5	7	acl:relcl	nsubj
fold-3	test-3.conllu	test-3.out.conllu	NTLN2019:0:56:56	9	waá	8	28	mark	obl
fold-3	test-3.conllu	test-3.out.conllu	NTLN2019:0:56:56	10	upé	9	9	fixed	case
fold-3	test-3.conllu	test-3.out.conllu	NTLN2019:0:56:56	11	aintá	3	28	conj	obl
fold-3	test-3.conllu	test-3.out.conllu	NTLN2019:0:56:56	14	kwá-itá	11	28	nmod	dislocated
fold-3	test-3.conllu	test-3.out.conllu	NTLN2019:0:56:56	15	uikú	18	18	aux	cop
fold-3	test-3.conllu	test-3.out.conllu	NTLN2019:0:56:56	16	waá-itá	18	17	nsubj	nmod:poss
fold-3	test-3.conllu	test-3.out.conllu	NTLN2019:0:56:56	20	sasiára	18	14	advcl	acl:relcl
fold-3	test-3.conllu	test-3.out.conllu	NTLN2019:0:56:56	21	waá	20	20	mark	obl
fold-3	test-3.conllu	test-3.out.conllu	NTLN2019:0:56:56	22	upé	21	21	fixed	case
fold-3	test-3.conllu	test-3.out.conllu	NTLN2019:0:56:56	28	uwatá	24	8	ccomp	acl:relcl
fold-3	test-3.conllu	test-3.out.conllu	NTLN2019:0:56:56	37	maã	34	34	ccomp	obl
fold-3	test-3.conllu	test-3.out.conllu	NTLN2019:7-2-5:11:11-1	6	yambué	1	1	parataxis	xcomp
fold-3	test-3.conllu	test-3.out.conllu	NTLN2019:7-2-5:11:11-2	4	yamanduarisawa	2	2	obj	parataxis
fold-3	test-3.conllu	test-3.out.conllu	NTLN2019:7-2-5:11:11-2	9	yamanduarisawa	7	7	obj	ccomp
fold-3	test-3.conllu	test-3.out.conllu	NTLN2019:1-6:6:6	25	umaã	24	11	acl:relcl	conj
fold-3	test-3.conllu	test-3.out.conllu	NTLN2019:1-6:6:6	26	waá	25	25	nsubj	obj
fold-3	test-3.conllu	test-3.out.conllu	NTLN2019:1-6:6:6	30	uxari	13	25	conj	parataxis
fold-3	test-3.conllu	test-3.out.conllu	NTLN2019:1-6:6:6	32	indé	30	30	obl	iobj
fold-3	test-3.conllu	test-3.out.conllu	NTLN2019:1-6:6:6	34	kwá	30	30	obl	obj
fold-3	test-3.conllu	test-3.out.conllu	NTLN2019:1-6:6:6	36	waá	35	35	obj	obl
fold-3	test-3.conllu	test-3.out.conllu	Cruz2011:1:100:28	6	mbira	1	1	vocative	nsubj
fold-3	test-3.conllu	test-3.out.conllu	Cruz2011:0:0:101	9	rapixara	10	7	nmod:poss	obj
fold-3	test-3.conllu	test-3.out.conllu	Casasnovas2006:6:5:64	11	aintá	10	10	iobj	obj
fold-3	test-3.conllu	test-3.out.conllu	Casasnovas2006:6:5:64	16	penhẽ	17	17	obj	nsubj
fold-3	test-3.conllu	test-3.out.conllu	Casasnovas2006:6:5:64	27	maã	17	21	parataxis	obj
fold-3	test-3.conllu	test-3.out.conllu	Casasnovas2006:6:5:64	29	penhẽ	27	27	obl	iobj
fold-3	test-3.conllu	test-3.out.conllu	Casasnovas2006:8:9:77	3	taité	2	0	amod	root
fold-3	test-3.conllu	test-3.out.conllu	Casasnovas2006:8:9:77	5	urirí	0	3	root	parataxis
fold-3	test-3.conllu	test-3.out.conllu	Casasnovas2006:8:9:77	6	upuãmu	5	5	parataxis	xcomp
fold-3	test-3.conllu	test-3.out.conllu	Casasnovas2006:8:9:77	7	usikiesá	6	6	obl	parataxis
fold-3	test-3.conllu	test-3.out.conllu	Casasnovas2006:8:16:84	2	arã	1	1	fixed	case
fold-3	test-3.conllu	test-3.out.conllu	Casasnovas2006:8:16:84	6	timbiú	5	5	nsubj	obj
fold-3	test-3.conllu	test-3.out.conllu	Casasnovas2006:9:6:90	3	timbú	2	4	obj	nsubj
fold-3	test-3.conllu	test-3.out.conllu	Casasnovas2006:11:10:141	1	Sesewara	2	2	obl	nsubj
fold-3	test-3.conllu	test-3.out.conllu	Casasnovas2006:11:10:141	7	teyú	8	2	nsubj	obj
fold-3	test-3.conllu	test-3.out.conllu	Casasnovas2006:11:10:141	8	atiimamanha	2	7	ccomp	amod
fold-3	test-3.conllu	test-3.out.conllu	Casasnovas2006:11:17:148	8	mirĩ	7	0	amod	root
fold-3	test-3.conllu	test-3.out.conllu	Casasnovas2006:11:17:148	13	upunhẽ-punhẽ	0	8	root	parataxis
fold-3	test-3.conllu	test-3.out.conllu	Casasnovas2006:11:17:148	19	usú	13	13	advcl	parataxis
fold-3	test-3.conllu	test-3.out.conllu	Casasnovas2006:11:24:155	3	yamaã	5	0	ccomp	root
fold-3	test-3.conllu	test-3.out.conllu	Casasnovas2006:11:24:155	5	unheẽ	0	3	root	parataxis
fold-3	test-3.conllu	test-3.out.conllu	Casasnovas2006:12:15:181	7	umendari	6	6	xcomp	ccomp
fold-3	test-3.conllu	test-3.out.conllu	Casasnovas2006:12:15:181	14	nhaã	15	15	det	nsubj
fold-3	test-3.conllu	test-3.out.conllu	Casasnovas2006:12:21:187	7	Adana	6	9	obj	nsubj
fold-3	test-3.conllu	test-3.out.conllu	Casasnovas2006:12:21:187	9	uwasemu	6	6	parataxis	ccomp
fold-3	test-3.conllu	test-3.out.conllu	Casasnovas2006:12:31:197	10	ta	11	11	nsubj	expl
fold-3	test-3.conllu	test-3.out.conllu	Casasnovas2006:0:0:20	1	Putira	9	0	nsubj	root
fold-3	test-3.conllu	test-3.out.conllu	Casasnovas2006:0:0:20	6	waá	4	5	nmod:poss	nsubj
fold-3	test-3.conllu	test-3.out.conllu	Casasnovas2006:0:0:20	9	utiní	0	1	root	parataxis
fold-3	test-3.conllu	test-3.out.conllu	Casasnovas2006:0:0:36	2	mbira	5	5	vocative	nsubj
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:1-1-1:10:100	7	maã	9	9	obl	obj
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:1-1-3:4:104	1	Pituna	3	3	obl	nsubj
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:1-1-5:91:91	2	usú	4	0	advcl	root
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:1-1-5:91:91	4	uinú	0	2	root	advcl
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:1-1-8:2:2	2	pituna	3	3	nmod:poss	nsubj
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:1-1-8:2:2	3	ukaamunusawa	4	0	obl	root
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:1-1-8:2:2	4	usendú	0	3	root	xcomp
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:1-1-8:2:2	11	maã	10	10	ccomp	obj
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:1-1-8:2:2	13	uyapisaka	10	11	parataxis	acl:relcl
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:1-1-8:2:2	23	ikú	22	22	cop	aux
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:1-1-8:5:5	2	Awá	0	5	root	obj
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:1-1-8:5:5	5	rewatá	2	0	acl	root
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:1-1-9:160:160	9	ukaíma-itá	2	6	dislocated	obj
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:1-1-12:10:10	5	tuixawa-etá	4	4	iobj	obj
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:1-1-12:10:10	6	unheẽ	4	4	parataxis	iobj
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:1-1-12:10:10	22	katú	16	16	parataxis	ccomp
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:1-1-12:10:10	25	maíwa	16	31	parataxis	nmod:poss
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:1-1-12:10:10	29	anga	16	31	parataxis	nmod:poss
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:1-1-12:10:10	31	raíra	29	22	nmod	conj
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:2-5:6:6	10	yawareté	5	7	nsubj	obj
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:2-11:29:29	2	Awá	4	0	nsubj	root
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:2-11:29:29	4	tenundé	0	2	root	nsubj
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:2-14:6:506	2	muirá	1	3	obj	nsubj
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:2-14:6:506	3	uyawika	1	1	parataxis	ccomp
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:2-15:0:0	2	aé	4	4	obj	nsubj
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:2-15:0:0	5	n	6	6	nsubj	obj
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:2-15:0:0	6	a	4	4	parataxis	xcomp
fold-3	test-3.conllu	test-3.out.conllu	Rodrigues1890:3-6:7:1007	4	aintá	3	3	obl	iobj
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:28:28	9	yapirari	6	6	ccomp	parataxis
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:30:30	3	suka	6	1	obl	conj
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:43:43	5	maã	6	2	nsubj	obj
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:43:43	6	ukanhemu	2	5	ccomp	acl:relcl
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:1:43:43	20	yatiri	16	16	advcl	parataxis
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:2:6:49	8	indé	11	2	nsubj	obj
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:2:6:49	11	apigawa	5	2	ccomp	obj
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:2:23:66	10	Paraná	12	7	vocative	ccomp
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:2:23:66	12	maã	7	10	ccomp	nsubj
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:2:23:66	13	paá	12	10	fixed	advmod
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:2:28:71	16	riãwera	6	10	parataxis	obl
fold-3	test-3.conllu	test-3.out.conllu	Magalhaes1876:2:34:77	3	kwá	2	2	obl	iobj
fold-3	test-3.conllu	test-3.out.conllu	Amorim1928:19:4:4	13	umaã	8	11	ccomp	acl:relcl
fold-3	test-3.conllu	test-3.out.conllu	Amorim1928:21:5:1000	8	sé	9	7	advmod	amod
fold-3	test-3.conllu	test-3.out.conllu	Amorim1928:21:5:1000	28	sakusawa	29	26	nmod:poss	obj
fold-3	test-3.conllu	test-3.out.conllu	Amorim1928:21:35:35	6	umuyumunhã	3	3	xcomp	parataxis
fold-3	test-3.conllu	test-3.out.conllu	Amorim1928:21:61:61	2	penhẽ	3	4	nmod:poss	nsubj
fold-3	test-3.conllu	test-3.out.conllu	Amorim1928:21:61:61	3	yawé-yawé	4	4	nsubj	expl
fold-3	test-3.conllu	test-3.out.conllu	Amorim1928:3:438:438	5	amurupí	2	2	xcomp	advmod
fold-3	test-3.conllu	test-3.out.conllu	Amorim1928:3:200:200	8	ikiyú	7	9	obj	nsubj
fold-3	test-3.conllu	test-3.out.conllu	Amorim1928:3:200:200	9	unheengari	7	7	xcomp	parataxis
fold-3	test-3.conllu	test-3.out.conllu	Amorim1928:3:200:200	15	Ikiyú	19	17	vocative	nmod:poss
fold-3	test-3.conllu	test-3.out.conllu	Amorim1928:3:200:200	17	ramunha	15	19	appos	vocative
fold-3	test-3.conllu	test-3.out.conllu	Amorim1928:3:200:200	22	teité	20	23	acl	obj
fold-3	test-3.conllu	test-3.out.conllu	Amorim1928:3:250:250	13	rapiá	9	14	obj	nsubj
fold-3	test-3.conllu	test-3.out.conllu	Amorim1928:29:20:20	3	amurupí	5	5	xcomp	advmod
fold-3	test-3.conllu	test-3.out.conllu	Hartt1938:0:0:27	6	rerasú	2	0	conj	root
fold-3	test-3.conllu	test-3.out.conllu	Hartt1938:0:0:27	9	xarasú	0	6	root	xcomp
fold-3	test-3.conllu	test-3.out.conllu	Hartt1938:0:0:94	3	xawasemu	14	0	advcl	root
fold-3	test-3.conllu	test-3.out.conllu	Hartt1938:0:0:94	14	xamusaka	0	5	root	acl:relcl
fold-3	test-3.conllu	test-3.out.conllu	Hartt1938:0:0:181	2	uikú	3	1	cop	aux
fold-3	test-3.conllu	test-3.out.conllu	Hartt1938:0:0:181	3	ranhẽ	1	1	ccomp	advmod
fold-3	test-3.conllu	test-3.out.conllu	Hartt1938:0:0:226	6	inéu	5	5	iobj	obj
fold-3	test-3.conllu	test-3.out.conllu	Hartt1938:0:0:258	3	apukuitawa	2	4	obj	nmod:poss
fold-3	test-3.conllu	test-3.out.conllu	Hartt1938:0:0:279	2	pituna	3	3	obl	nsubj
fold-3	test-3.conllu	test-3.out.conllu	Hartt1938:0:0:416	1	Kwekatú	0	3	root	nsubj
fold-3	test-3.conllu	test-3.out.conllu	Hartt1938:0:0:416	3	Kurupatiwara-itá	1	0	obl	root
fold-3	test-3.conllu	test-3.out.conllu	Hartt1938:0:0:438	3	se	4	4	expl	nsubj
fold-3	test-3.conllu	test-3.out.conllu	Hartt1938:0:0:557	8	xamutikanga	1	1	conj	parataxis
fold-3	test-3.conllu	test-3.out.conllu	Hartt1938:0:0:693	3	mukú	2	4	goeswith	cc
fold-3	test-3.conllu	test-3.out.conllu	Hartt1938:0:0:748	1	Yané	2	3	det	nsubj
fold-3	test-3.conllu	test-3.out.conllu	Hartt1938:3:37:890	6	aúna	5	5	nsubj	obj
fold-3	test-3.conllu	test-3.out.conllu	Hartt1938:3:37:890	15	imirá	16	13	nmod:poss	obj
fold-3	test-3.conllu	test-3.out.conllu	Hartt1938:3:37:890	16	kambí	13	18	obj	nsubj
fold-3	test-3.conllu	test-3.out.conllu	Aguiar1898:3:11:39	6	Raíra	4	9	nmod	nmod:poss
fold-3	test-3.conllu	test-3.out.conllu	Aguiar1898:3:11:39	9	Apigawa	7	4	xcomp	nsubj
fold-3	test-3.conllu	test-3.out.conllu	Aguiar1898:5:2:52	6	yasaisú	2	2	conj	parataxis
fold-3	test-3.conllu	test-3.out.conllu	Aguiar1898:5:2:52	10	yamunhã	2	6	conj	advcl
fold-3	test-3.conllu	test-3.out.conllu	Aguiar1898:5:2:52	17	ara	2	10	obl	parataxis
fold-3	test-3.conllu	test-3.out.conllu	Aguiar1898:10:1:71	2	Tupana	1	3	obl	nmod:poss
fold-3	test-3.conllu	test-3.out.conllu	Aguiar1898:10:1:71	3	Paya	2	1	nmod	obl
fold-3	test-3.conllu	test-3.out.conllu	Aguiar1898:10:1:71	6	turusú	3	1	conj	parataxis
fold-3	test-3.conllu	test-3.out.conllu	Aguiar1898:10:1:71	9	munhangara	3	10	conj	nmod:poss
fold-3	test-3.conllu	test-3.out.conllu	Aguiar1898:10:1:71	10	iwaka	9	6	nmod	nsubj
fold-3	test-3.conllu	test-3.out.conllu	Aguiar1898:21-5:1:540	13	wirá-itá	9	14	conj	nsubj
fold-3	test-3.conllu	test-3.out.conllu	Aguiar1898:21-5:1:540	14	uwewé	13	6	acl:relcl	parataxis
fold-3	test-3.conllu	test-3.out.conllu	Aguiar1898:21-5:1:540	15	waá	14	14	nsubj	obj
fold-3	test-3.conllu	test-3.out.conllu	Aguiar1898:21-5:1:540	23	wira	18	14	conj	obl
fold-3	test-3.conllu	test-3.out.conllu	Aguiar1898:21-8:15:215	2	Yara	4	3	nsubj	nmod:poss
fold-3	test-3.conllu	test-3.out.conllu	Aguiar1898:21-8:15:215	3	Tupana	2	4	appos	nsubj
fold-3	test-3.conllu	test-3.out.conllu	Aguiar1898:21-8:15:215	9	Maã	11	11	obl	nsubj
fold-3	test-3.conllu	test-3.out.conllu	Studart1926:3650:2-1:36501	2	pisayé	1	1	obl	obj
fold-3	test-3.conllu	test-3.out.conllu	Studart1926:3670:1:36550	1	Awá	3	3	obj	nsubj
fold-3	test-3.conllu	test-3.out.conllu	Leetra2015:8:100:100	3	taité	1	1	nsubj	obj
fold-3	test-3.conllu	test-3.out.conllu	Leetra2015:8:100:100	20	guiliru	25	25	nsubj	vocative
fold-3	test-3.conllu	test-3.out.conllu	Leetra2015:8:100:100	26	nheengari	25	25	parataxis	xcomp
fold-3	test-3.conllu	test-3.out.conllu	Leetra2015:8:100:100	29	tiiririrririririririririri	26	25	ccomp	parataxis
fold-3	test-3.conllu	test-3.out.conllu	Avila2021:0:0:732	4	uwewé	3	3	parataxis	ccomp
fold-3	test-3.conllu	test-3.out.conllu	Avila2021:0:0:734	5	puapuãmu	4	3	advcl	xcomp
fold-3	test-3.conllu	test-3.out.conllu	Avila2021:0:0:734	6	waá	5	5	mark	obl
fold-3	test-3.conllu	test-3.out.conllu	Avila2021:0:0:734	7	upé	6	6	fixed	case
fold-4	test-4.conllu	test-4.out.conllu	Alencar2021:0:0:50	1	Igara	3	3	nmod:poss	nsubj
fold-4	test-4.conllu	test-4.out.conllu	Navarro2016:0:0:27	6	iké	1	1	csubj	parataxis
fold-4	test-4.conllu	test-4.out.conllu	Navarro2016:0:0:84	2	maã	1	1	ccomp	obj
fold-4	test-4.conllu	test-4.out.conllu	Navarro2016:0:0:84	4	murakí	2	1	nsubj	obj
fold-4	test-4.conllu	test-4.out.conllu	Navarro2016:3:3:92	1	São	3	3	nsubj	nmod:poss
fold-4	test-4.conllu	test-4.out.conllu	Navarro2016:3:3:92	3	tawa	0	4	root	nsubj
fold-4	test-4.conllu	test-4.out.conllu	Navarro2016:3:3:92	4	puranga	3	0	amod	root
fold-4	test-4.conllu	test-4.out.conllu	Navarro2016:3:3:92	6	apekatú	3	4	conj	parataxis
fold-4	test-4.conllu	test-4.out.conllu	Navarro2016:0:0:131	4	ara	1	1	ccomp	obj
fold-4	test-4.conllu	test-4.out.conllu	Navarro2016:4:10:177	9	uú	2	2	conj	parataxis
fold-4	test-4.conllu	test-4.out.conllu	Navarro2016:0:0:183	1	Apigawa	9	5	dislocated	nsubj
fold-4	test-4.conllu	test-4.out.conllu	Navarro2016:0:0:183	3	paya	5	1	nsubj	acl:relcl
fold-4	test-4.conllu	test-4.out.conllu	Navarro2016:0:0:183	5	umurari	1	0	acl:relcl	root
fold-4	test-4.conllu	test-4.out.conllu	Navarro2016:0:0:183	9	José	0	5	root	parataxis
fold-4	test-4.conllu	test-4.out.conllu	Navarro2016:0:0:185	6	kunhã	9	1	nmod:poss	parataxis
fold-4	test-4.conllu	test-4.out.conllu	Navarro2016:0:0:185	9	mimbira	1	7	nmod	nsubj
fold-4	test-4.conllu	test-4.out.conllu	Navarro2016:0:0:188	3	umanũ	4	0	acl:relcl	root
fold-4	test-4.conllu	test-4.out.conllu	Navarro2016:0:0:188	4	waá-itá	5	5	nmod:poss	nsubj
fold-4	test-4.conllu	test-4.out.conllu	Navarro2016:0:0:188	5	ara	0	3	root	obj
fold-4	test-4.conllu	test-4.out.conllu	Navarro2016:0:0:206	2	urikú	1	0	acl:relcl	root
fold-4	test-4.conllu	test-4.out.conllu	Navarro2016:0:0:206	3	turusú	4	2	amod	xcomp
fold-4	test-4.conllu	test-4.out.conllu	Navarro2016:0:0:206	4	iwí	2	5	obj	nsubj
fold-4	test-4.conllu	test-4.out.conllu	Navarro2016:0:0:206	5	umeẽ	0	3	root	parataxis
fold-4	test-4.conllu	test-4.out.conllu	Navarro2016:0:0:206	7	awá	5	9	iobj	nsubj
fold-4	test-4.conllu	test-4.out.conllu	Navarro2016:0:0:206	9	urikú	7	5	acl:relcl	advcl
fold-4	test-4.conllu	test-4.out.conllu	Navarro2016:0:0:208	1	Aé	2	2	nsubj	nmod:poss
fold-4	test-4.conllu	test-4.out.conllu	Navarro2016:0:0:208	4	taité	2	2	discourse	conj
fold-4	test-4.conllu	test-4.out.conllu	Navarro2016:0:0:210	1	Aé	2	2	nsubj	nmod:poss
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:64	3	kurumiwasú	0	2	root	nsubj
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:64	8	upusú	3	0	parataxis	root
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:72	4	wirá-mirĩ-itá	2	5	obj	nmod:poss
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:136	9	ruayana	3	3	parataxis	vocative
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:20:1:187	2	tapuya	7	3	nsubj	nmod:poss
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:20:1:187	3	manáu	2	7	appos	nsubj
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:20:1:187	6	aintá	7	7	expl	nsubj
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:222	16	mayé	14	14	advmod	obl
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:222	17	Abraão	16	18	obl	nsubj
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:241	6	indé	4	4	iobj	obl
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:24:1:245	7	usemu	5	5	advcl:relcl	acl:relcl
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:25:1:248	3	indé	7	7	dislocated	nsubj
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:25:1:248	9	awa	7	7	nsubj	obj
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:268	5	até	6	7	case	nmod:poss
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:268	13	nhaã	16	15	nsubj	nmod:poss
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:268	15	tapiira	16	16	nmod:poss	nsubj
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:268	19	nhaã	16	16	dislocated	nsubj
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:284	2	indé	4	1	nsubj	obj
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:294	1	Puxa	8	0	discourse	root
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:294	4	ixé	8	5	dislocated	nsubj
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:294	8	kaí	0	17	root	advcl
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:294	10	kwaá	12	8	det	nsubj
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:294	12	retimã	8	8	nsubj	obj
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:297	1	Wakurawá	5	5	iobj	obl
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:300	8	uyiima	5	7	advcl	amod
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:300	13	urikú	5	5	advcl	parataxis
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:322	3	sasí	1	4	obj	nsubj
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:322	4	amukanhemu	3	1	acl	xcomp
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:338	10	meyú	9	12	obj	nmod:poss
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:338	12	uí	10	6	conj	obj
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:371	5	aintá	6	6	expl	nsubj
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:381	8	upé	5	5	dislocated	nsubj
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:385	4	uyumupiranga	3	0	xcomp	root
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:385	7	uri	0	4	root	parataxis
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:409	13	igara	15	5	nsubj	parataxis
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:409	15	waá	12	13	advcl:relcl	nsubj
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:439	10	andirá	9	9	xcomp	obj
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:439	13	uwewé	9	9	parataxis	xcomp
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:441	10	aé	9	11	obj	nmod:poss
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:441	15	língua	9	9	xcomp	obj
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:441	19	mayé	9	15	advmod	acl:relcl
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:441	28	waá	27	19	nmod:poss	advcl:relcl
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:441	30	tukano	24	28	acl:relcl	conj
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:447	3	usasawa	2	0	acl:relcl	root
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:447	4	waá-itá	3	3	nsubj	obj
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:447	6	aintá	7	7	expl	nsubj
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:447	7	umbeú	0	3	root	parataxis
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:502	1	Xukúi	0	6	root	advmod
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:502	6	usemu	1	0	parataxis	root
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:502	8	mitima	6	6	nsubj	obj
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:551	7	suú	6	6	iobj	obj
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:551	8	yawé	7	6	det	iobj
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:556	5	ayuká	4	0	ccomp	root
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:556	14	axari	0	5	root	parataxis
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:592	4	paya	2	5	obl	nsubj
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:592	5	usupiri	4	0	acl:relcl	root
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:592	6	waá	5	5	nsubj	obj
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:592	11	umbaka	5	5	conj	parataxis
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:592	18	umbaka	0	11	root	parataxis
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:598	2	uyururé	9	0	advcl	root
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:598	9	uyururé	0	2	root	parataxis
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:613	10	Txáu	7	12	parataxis	discourse
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:613	12	txáu	10	14	conj	discourse
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:613	14	txáu	10	7	conj	ccomp
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:621	2	membí	4	4	dislocated	vocative
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:659	9	tapurú	6	3	acl:relcl	parataxis
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:659	10	pawa	9	9	advcl	advmod
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:660	2	kwá-itá	14	14	dislocated	nsubj
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:660	5	waá-itá	8	4	nsubj	obj
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:660	6	aintá	8	14	expl	nsubj
fold-4	test-4.conllu	test-4.out.conllu	Avila2021:0:0:660	7	uikú	8	14	cop	aux
